normalized_std,period,offset,bandwidth,bandwidth_wo_uD,torso frequency,label
6.432581520371462,0.007176433073229293,2.655047189707899,6.336206896551724,0.3879310344827586,0.18454075714436355,1
6.3492185745128,0.008637122990789238,2.879363070758199,6.530172413793103,0.3879310344827586,-0.16101181060845723,1
6.448081916161932,0.007666545189504374,2.956903142465465,7.209051724137931,0.8405172413793103,-0.1388998734577665,1
6.299860182599141,0.008057800640917524,2.3178648634398398,6.336206896551724,0.3556034482758621,0.07566171042918907,1
6.343054362228218,0.008980852907200616,2.3363189391542765,6.239224137931035,0.3556034482758621,0.039247864599810174,1
6.157424199379593,0.008041254849047058,2.41936227986924,6.142241379310345,0.29094827586206895,0.023430085416007603,1
6.721401996726687,0.008681576994434137,2.1758343878519453,5.754310344827586,0.29094827586206895,-0.027516345038489914,1
5.953381186039908,0.009659330948874396,2.766397764420542,6.756465517241379,0.3232758620689655,-0.045443161446799524,1
6.0921298549336855,0.007492252747252749,2.828647316250132,6.109913793103448,0.3232758620689655,-0.01753137192871453,1
6.482277820255341,0.008575112877009211,2.3911539069914585,5.560344827586207,0.42025862068965514,-0.04929874512285139,1
6.5358547663029265,0.008049872448979593,2.529954919329326,5.689655172413794,0.3879310344827586,-0.011105399135294756,1
6.573048125569872,0.008845380333951764,2.4496796899715276,5.334051724137931,0.3232758620689655,-0.06284271854898241,1
5.917127111576881,0.008228727084053962,2.698974480649584,6.368534482758621,0.3556034482758621,0.04326821680902662,1
5.31106100094817,0.00644875052061641,3.0275229357798166,6.885775862068965,0.3556034482758621,-0.06646762627860382,1
5.354306169143837,0.00708184587267743,2.940755826215333,6.400862068965518,0.3556034482758621,0.055625856796372455,1
5.81522503014192,0.00748825344091125,2.5691698302225037,5.915948275862069,0.25862068965517243,0.0323605399135295,1
5.668228370517053,0.008093720565149138,2.773614626173152,5.560344827586206,0.4525862068965517,0.055362227143309094,1
6.11678662103805,0.008238486545060503,2.485203785721818,5.301724137931035,0.3556034482758621,0.014993936517979548,1
5.873236051096161,0.00827114320304393,2.638108984498577,5.980603448275862,0.29094827586206895,-0.11197669513866917,1
5.837244203596484,0.00795811224489796,2.685265738690288,6.239224137931035,0.3556034482758621,-0.0259345671201097,1
6.056730205702835,0.008792746828461113,2.6144482231361383,5.7219827586206895,0.29094827586206895,0.03895128124011385,1
6.21449406711582,0.009485397265702399,2.4782835073289045,5.463362068965518,0.25862068965517243,0.05997574607191819,1
6.532126434508098,0.007719869387755102,2.3860460824633556,5.495689655172414,0.3556034482758621,-0.0012192871454181477,1
6.414832884356195,0.007499952904238619,2.338790467151745,5.689655172413794,0.29094827586206895,0.03173441948750397,1
6.424063181471174,0.008110832025117741,2.605385953812085,5.915948275862069,0.3232758620689655,-0.06323816302857742,1
6.089072993065967,0.00866938775510204,2.981091163134029,6.174568965517241,0.6142241379310345,-0.2111014446904987,1
6.063431155498688,0.008582823129251703,2.919764315090161,6.821120689655173,0.3879310344827586,-0.03137192871454185,1
5.659250498120559,0.0065675055157198015,2.8586022355794576,6.724137931034483,0.3556034482758621,-0.0719708952863018,1
5.532012176601655,0.00873211552478134,3.162896762627861,7.467672413793104,0.29094827586206895,-0.16677870926921856,1
5.623908603077272,0.009719908163265307,3.3264460086470526,7.5969827586206895,0.3556034482758621,-0.18289307181271747,1
6.216091629699966,0.01331494268940453,3.4949053569545505,7.952586206896552,0.5495689655172413,-0.27437256142570915,1
6.456046377119332,0.00848233082706767,3.128361278076558,6.077586206896552,0.7758620689655171,-0.2761520615838869,1
6.284508716462885,0.008999740084713131,2.92572893599072,6.336206896551724,0.3232758620689655,-0.15267452283032795,1
5.87065260246837,0.008601688640057795,3.2696338184118954,7.564655172413794,0.3232758620689655,-0.04521248550036905,1
5.940006825668142,0.006850955275727312,3.6537422229252345,7.564655172413794,0.7435344827586208,-0.18061926605504583,1
5.899168979179305,0.008177827741265999,3.6514025097542975,8.275862068965516,0.8405172413793103,-0.22289887166508482,1
5.604057739948573,0.007444096209912537,3.0803477275123905,7.112068965517242,0.3879310344827586,-0.12924443741432037,1
6.059564315031789,0.006595375597047331,2.6731717283560057,6.400862068965518,0.3879310344827586,-0.018717705367499747,1
6.01343199758011,0.0064827988338192425,2.749822049984182,6.077586206896552,0.25862068965517243,-0.04369661499525469,1
6.099492374099321,0.008025129712902111,2.4674087841400403,5.948275862068966,0.3232758620689655,0.011731519561320231,1
6.080904963792424,0.006597002551020409,2.6532017821364544,6.400862068965518,0.3879310344827586,-0.19772223979753248,1
